ID,First Name,Last Name,Club Level,DOB,Phone Model,Activation,Gender,Address1,Address2,City,State,Zip,e-mail
447,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
448,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
449,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
450,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
451,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
452,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
453,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
454,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
455,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
456,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
457,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
458,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
459,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
460,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
461,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
462,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
463,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
464,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
465,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
466,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
467,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
468,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
469,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
470,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
471,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
472,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
473,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
474,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
475,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
476,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
477,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
478,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
479,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
480,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
481,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
482,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
483,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
484,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
485,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
486,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
487,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
488,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
489,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
490,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
491,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
492,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
493,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
494,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
495,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
496,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
497,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
498,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
499,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
500,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
501,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
502,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
503,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
504,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
505,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
506,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
507,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
508,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
509,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
510,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
511,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
512,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
513,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
514,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
515,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
516,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
517,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
518,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
519,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
520,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
521,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
522,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
523,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
524,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
525,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
526,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
527,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
528,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
529,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
530,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
531,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
532,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
533,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
534,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
535,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
536,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
537,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
538,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
539,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
540,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
541,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
542,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
543,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
544,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
545,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
546,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
547,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
548,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
549,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
550,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
551,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
552,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
553,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
554,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
555,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
556,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
557,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
558,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
559,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
560,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
561,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
562,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
563,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
564,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
565,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
566,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
567,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
568,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
569,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
570,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
571,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
572,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
573,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
574,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
575,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
576,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
577,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
578,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
579,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
580,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
581,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
582,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
583,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
584,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
585,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
586,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
587,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
588,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
589,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
590,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
591,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
592,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
593,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
594,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
595,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
596,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
597,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
598,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
599,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
600,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
601,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
602,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
603,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
604,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
605,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
606,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
607,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
608,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
609,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
610,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
611,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
612,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
613,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
614,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
615,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
616,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
617,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
618,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
619,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
620,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
621,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
622,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
623,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
624,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
625,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
626,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
627,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
628,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
629,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
630,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
631,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
632,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
633,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
634,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
635,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
636,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
637,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
638,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
639,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
640,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
641,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
642,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
643,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
644,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
645,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
646,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
647,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
648,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
649,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
650,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
651,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
652,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
653,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
654,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
655,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
656,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
657,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
658,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
659,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
660,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
661,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
662,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
663,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
664,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
665,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
666,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
667,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
668,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
669,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
670,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
